# Evoluation started on 2016/10/14 16:32:45
# Generation	   Best 	   Average 	   Worst
	  0		 317.050	 134.995	   1.873
	  1		 359.208	 174.805	   0.836
	  2		 341.428	 173.715	   5.634
	  3		 277.963	 118.095	   1.330
	  4		 359.616	 149.733	   2.368
	  5		 383.168	 152.902	   0.394
	  6		 352.501	 176.543	   1.724
	  7		 368.777	 174.732	   5.431
	  8		 426.956	 158.338	   0.144
	  9		 389.553	 181.560	   0.538
	 10		 356.826	 207.087	  14.238
	 11		 371.646	 218.509	   4.882
	 12		 352.082	 158.541	  15.353
	 13		 364.626	 215.537	   3.768
	 14		 359.439	 213.844	   1.009
	 15		 397.564	 227.982	   1.861
	 16		 362.521	 118.317	   3.642
	 17		 387.553	 224.982	   1.566
	 18		 374.072	 299.662	 187.663
	 19		 381.831	 227.653	   1.315
	 20		 393.445	 239.286	  13.040
	 21		 383.491	 249.087	   7.809
	 22		 389.185	 273.236	  89.821
	 23		 384.691	 218.182	  12.612
	 24		 393.422	 184.564	   5.676
	 25		 392.251	 204.393	   2.391
	 26		 400.410	 298.678	  91.359
	 27		 389.038	 230.518	   1.141
	 28		 349.141	 194.739	   5.576
	 29		 398.308	 251.682	   3.073
	 30		 401.947	 304.796	 148.319
	 31		 399.450	 296.599	  18.337
	 32		 395.022	 292.328	   7.458
	 33		 396.456	 269.975	   2.889
	 34		 407.354	 272.030	   1.937
	 35		 410.811	 277.638	  52.019
	 36		 399.419	 284.565	  70.398
	 37		 393.208	 240.414	   3.700
	 38		 390.194	 302.611	  74.023
	 39		 388.093	 321.182	 164.915
	 40		 392.004	 304.973	  72.821
	 41		 380.120	 283.752	  27.487
	 42		 395.521	 282.488	  30.062
	 43		 404.312	 283.083	  64.206
	 44		 390.307	 301.886	 123.267
	 45		 387.950	 296.488	  74.083
	 46		 416.334	 286.567	  64.217
	 47		 392.121	 299.830	 145.486
	 48		 389.270	 282.610	  36.440
	 49		 398.489	 282.475	  35.621
	 50		 405.758	 297.101	  51.437
	 51		 396.606	 243.133	  32.858
	 52		 378.586	 247.670	   4.001
	 53		 372.249	 175.794	  14.606
	 54		 425.420	 315.571	  98.680
	 55		 413.139	 304.350	   2.932
	 56		 401.372	 273.363	  45.892
	 57		 404.694	 308.567	  39.650
	 58		 404.464	 332.955	 210.749
	 59		 393.556	 298.890	  74.103
	 60		 406.951	 309.245	  24.957
	 61		 410.590	 291.777	  53.757
	 62		 388.651	 309.589	  68.761
	 63		 388.685	 280.615	   3.749
	 64		 403.903	 281.451	  53.132
	 65		 417.502	 312.819	  27.202
	 66		 403.162	 292.253	  39.828
	 67		 397.782	 312.412	  77.235
	 68		 383.378	 300.260	  32.443
	 69		 395.814	 271.327	  36.191
	 70		 406.525	 318.414	  58.176
	 71		 415.613	 305.080	  84.118
	 72		 400.837	 325.507	 144.403
	 73		 398.497	 338.188	 204.803
	 74		 408.389	 320.591	  54.258
	 75		 412.458	 324.671	  70.683
	 76		 402.646	 335.237	  82.627
	 77		 418.353	 291.035	  54.587
	 78		 413.329	 344.604	 133.408
	 79		 434.341	 337.583	 113.378
	 80		 415.386	 338.111	  50.506
	 81		 388.867	 322.102	  75.455
	 82		 400.880	 331.885	 116.461
	 83		 399.592	 335.622	 231.848
	 84		 393.036	 345.307	 247.992
	 85		 425.150	 338.083	   5.147
	 86		 419.720	 344.992	 167.063
	 87		 398.948	 348.012	 258.678
	 88		 413.645	 339.082	 165.893
	 89		 401.463	 335.977	 177.587
	 90		 420.961	 347.909	 245.906
	 91		 409.109	 352.207	 249.593
	 92		 422.636	 338.082	 237.765
	 93		 430.235	 358.667	 196.767
	 94		 434.901	 331.251	  34.932
	 95		 408.973	 346.476	 114.812
	 96		 410.570	 348.240	 177.294
	 97		 451.401	 351.816	 131.046
	 98		 434.446	 354.922	 199.976
	 99		 397.596	 350.831	 196.687
	100		 428.564	 333.745	  95.047
	101		 432.424	 338.748	  47.744
	102		 413.973	 355.881	 200.894
	103		 419.846	 339.231	  68.246
	104		 410.777	 342.179	 173.952
	105		 414.325	 334.219	 153.809
	106		 414.090	 341.225	 193.718
	107		 431.616	 358.070	 215.508
	108		 424.559	 340.153	  69.560
	109		 437.514	 354.983	  55.147
	110		 417.470	 342.389	 107.938
	111		 412.762	 328.778	  80.314
	112		 434.600	 352.414	 141.735
	113		 418.179	 345.325	  90.556
	114		 424.312	 361.402	 200.615
	115		 414.412	 347.996	 212.530
	116		 407.250	 354.694	 262.691
	117		 431.438	 358.604	 257.892
	118		 402.523	 355.715	 232.950
	119		 408.960	 341.566	 163.251
	120		 408.404	 343.520	 248.641
	121		 427.419	 333.794	  50.286
	122		 400.431	 342.619	 257.083
	123		 392.734	 325.948	  55.715
	124		 426.778	 348.868	  57.952
	125		 422.631	 352.685	 207.389
	126		 420.897	 353.362	 166.099
	127		 399.777	 338.709	 101.714
	128		 418.209	 334.226	 148.625
	129		 407.789	 334.737	 130.425
	130		 417.790	 328.098	  38.449
	131		 401.431	 339.671	 181.389
	132		 409.291	 329.073	 196.607
	133		 418.656	 319.510	  61.679
	134		 401.201	 330.717	  80.064
	135		 399.317	 175.656	   0.400
	136		 413.945	 363.928	 309.589
	137		 402.904	 358.588	 279.045
	138		 405.351	 346.345	 178.613
	139		 420.298	 340.281	  96.616
	140		 416.285	 345.184	 145.699
	141		 411.381	 336.831	 172.045
