# Evoluation started on 2016/10/24 14:07:21
# Generation	   Individual 	   Fitness 	 SecondFitness 	  Size		SpecieID
	  0		  1	 212.590	  0	 35	 -1
	  0		  2	 473.507	  0	 35	 -1
	  0		  3	 400.783	  0	 35	 -1
	  0		  4	 475.634	  0	 35	 -1
	  0		  5	 868.973	  0	 35	 -1
	  0		  6	1339.239	  0	 35	 -1
	  0		  7	1458.392	  0	 35	 -1
	  0		  8	1349.727	  0	 35	 -1
	  0		  9	1035.496	  0	 35	 -1
	  0		 10	1479.999	  0	 35	 -1
	  0		 11	1242.258	  0	 35	 -1
	  0		 12	1543.669	  0	 35	 -1
	  0		 13	1528.939	  0	 35	 -1
	  0		 14	1333.163	  0	 35	 -1
	  0		 15	1313.757	  0	 35	 -1
	  0		 16	1534.176	  0	 35	 -1
	  0		 17	1446.547	  0	 35	 -1
	  0		 18	1485.604	  0	 35	 -1
	  0		 19	1508.730	  0	 35	 -1
	  0		 20	1251.782	  0	 35	 -1
	  1		  1	1550.451	  0	 35	  1
	  1		  2	1434.590	  0	 35	  1
	  1		  3	1427.352	  0	 35	  1
	  1		  4	1393.925	  0	 35	  1
	  1		  5	1180.411	  0	 35	  1
	  1		  6	1008.039	  0	 35	  1
	  1		  7	1422.282	  0	 35	  1
	  1		  8	1431.405	  0	 35	  1
	  1		  9	1149.189	  1	 35	  1
	  1		 10	 869.016	  0	 35	  1
	  1		 11	1208.259	  1	 35	  1
	  1		 12	 526.915	  0	 35	  1
	  1		 13	 519.868	  0	 35	  1
	  1		 14	 511.192	  0	 35	  1
	  1		 15	 802.974	  0	 35	  1
	  1		 16	1429.254	  0	 35	  1
	  1		 17	1390.610	  0	 35	  1
	  1		 18	1667.525	  0	 35	  1
	  1		 19	1490.693	  0	 35	  1
	  1		 20	1687.710	  1	 37	  1
	  2		  1	 599.147	  0	 35	  1
	  2		  2	 503.124	  0	 35	  1
	  2		  3	 493.488	  0	 35	  1
	  2		  4	 459.447	  0	 35	  1
	  2		  5	 610.443	  0	 35	  1
	  2		  6	1547.862	  1	 35	  1
	  2		  7	1486.635	  0	 35	  1
	  2		  8	1514.328	  0	 35	  1
	  2		  9	1848.201	  1	 37	  2
	  2		 10	1108.161	  0	 37	  2
	  2		 11	2075.498	  2	 37	  2
	  2		 12	1587.424	  0	 37	  2
	  2		 13	1584.356	  0	 37	  2
	  2		 14	1542.416	  0	 37	  2
	  2		 15	1611.540	  0	 37	  2
	  2		 16	1621.060	  0	 37	  2
	  2		 17	1541.710	  0	 37	  2
	  2		 18	1534.657	  0	 37	  2
	  2		 19	1521.772	  0	 37	  2
	  2		 20	1579.529	  0	 37	  2
	  3		  1	1616.034	  0	 35	  1
	  3		  2	1654.752	  0	 35	  1
	  3		  3	1676.808	  0	 35	  1
	  3		  4	1651.266	  0	 35	  1
	  3		  5	1465.698	  0	 35	  1
	  3		  6	1568.059	  0	 35	  1
	  3		  7	1667.086	  0	 35	  1
	  3		  8	1608.783	  0	 37	  2
	  3		  9	1609.326	  0	 37	  2
	  3		 10	1582.130	  0	 37	  2
	  3		 11	1522.344	  0	 37	  2
	  3		 12	1588.076	  0	 39	  2
	  3		 13	1239.463	  0	 37	  2
	  3		 14	1465.886	  0	 37	  2
	  3		 15	1570.461	  0	 37	  2
	  3		 16	1525.006	  0	 37	  2
	  3		 17	1547.697	  0	 37	  2
	  3		 18	1362.751	  1	 37	  2
	  3		 19	1237.768	  1	 37	  2
	  3		 20	 921.503	  0	 37	  2
	  4		  1	1509.157	  1	 35	  1
	  4		  2	1546.691	  0	 35	  1
	  4		  3	1424.266	  0	 35	  1
	  4		  4	1289.715	  1	 35	  1
	  4		  5	1239.962	  1	 35	  1
	  4		  6	1123.773	  0	 35	  1
	  4		  7	1609.408	  0	 37	  2
	  4		  8	1508.201	  0	 37	  2
	  4		  9	1528.454	  0	 37	  2
	  4		 10	1592.873	  0	 37	  2
	  4		 11	1564.715	  0	 37	  2
	  4		 12	1507.841	  0	 37	  2
