# Evoluation started on 2016/10/14 15:55:23
# Generation	   Best 	   Average 	   Worst
	  0		 319.806	 157.788	  39.342
	  1		 308.152	 166.863	  21.284
	  2		 312.579	 201.813	  44.356
	  3		 302.282	 157.193	  60.924
	  4		 312.064	 169.878	  61.470
	  5		 284.869	 167.483	  71.926
	  6		 311.962	 219.091	  50.394
	  7		 327.812	 227.474	 100.954
	  8		 329.998	 223.443	  80.648
	  9		 335.421	 232.891	  77.615
	 10		 363.953	 265.965	 127.518
	 11		 326.448	 254.489	  47.852
	 12		 293.248	 221.939	  68.750
	 13		 346.027	 273.705	 106.277
	 14		 363.191	 285.474	 163.143
	 15		 344.988	 280.097	 129.401
	 16		 353.252	 292.413	  76.680
	 17		 338.543	 272.047	  54.434
	 18		 377.242	 305.736	  68.891
	 19		 359.168	 308.119	  74.488
	 20		 359.033	 280.240	  92.279
	 21		 333.376	 287.653	 180.350
	 22		 380.764	 319.513	  95.254
	 23		 376.390	 329.599	 226.587
	 24		 375.057	 285.330	  92.135
	 25		 372.268	 330.369	 149.608
	 26		 363.839	 312.030	 127.974
	 27		 372.850	 325.624	 220.740
	 28		 377.619	 343.316	 197.516
	 29		 370.615	 292.568	  43.211
	 30		 376.065	 314.154	 185.889
	 31		 379.828	 320.581	 172.590
	 32		 385.223	 327.677	 121.446
	 33		 363.516	 326.053	 210.710
	 34		 377.959	 339.321	 209.593
	 35		 388.870	 315.817	 129.354
	 36		 363.736	 327.435	 124.736
	 37		 410.230	 359.874	 215.608
	 38		 402.088	 357.255	 263.253
	 39		 390.975	 347.637	 277.552
	 40		 411.530	 338.663	 253.077
	 41		 410.037	 361.401	 215.598
	 42		 395.944	 351.352	 204.202
	 43		 394.829	 343.611	 289.875
	 44		 387.977	 346.272	 276.398
	 45		 404.006	 359.567	 155.866
	 46		 401.237	 372.703	 334.424
	 47		 384.582	 335.134	 239.774
	 48		 410.502	 383.195	 311.356
	 49		 407.330	 360.136	 147.612
	 50		 399.306	 370.336	 220.195
	 51		 402.889	 368.292	 240.218
	 52		 422.346	 393.157	 329.962
	 53		 407.515	 375.381	 151.549
	 54		 417.126	 388.931	 331.901
	 55		 402.840	 380.110	 283.115
	 56		 424.354	 392.956	 205.310
	 57		 395.591	 365.481	 257.270
	 58		 407.821	 377.003	 247.336
	 59		 410.659	 371.062	 158.928
	 60		 427.568	 388.734	 279.346
	 61		 411.901	 376.374	 348.005
	 62		 410.859	 378.767	 292.658
	 63		 410.204	 379.894	 322.496
	 64		 419.786	 378.044	  16.980
	 65		 424.899	 355.388	   8.024
	 66		 425.998	 364.752	   5.952
	 67		 428.136	 390.116	 251.489
	 68		 408.996	 347.586	 140.063
	 69		 426.505	 393.859	 167.924
	 70		 427.804	 397.073	 340.201
	 71		 422.354	 402.034	 376.214
	 72		 429.660	 403.777	 369.587
	 73		 413.563	 385.178	 260.729
	 74		 417.712	 396.736	 307.889
	 75		 422.188	 391.351	 263.280
	 76		 427.893	 404.377	 339.677
	 77		 416.900	 373.419	  43.307
	 78		 424.667	 390.884	 100.840
	 79		 432.468	 394.123	  23.256
	 80		 420.315	 376.356	  17.041
	 81		 420.071	 397.329	 152.433
	 82		 428.609	 384.619	   5.366
	 83		 432.780	 379.978	 221.207
	 84		 423.976	 395.794	 284.907
	 85		 439.151	 389.994	 104.764
	 86		 423.727	 396.176	 255.425
	 87		 419.456	 386.882	 267.533
	 88		 418.885	 384.763	 160.478
	 89		 423.256	 385.740	 146.763
	 90		 425.404	 387.109	  66.416
	 91		 426.696	 384.198	 127.949
	 92		 416.336	 387.994	 265.728
	 93		 426.827	 385.596	 105.756
	 94		 432.036	 383.573	  16.415
	 95		 414.870	 392.112	 287.118
	 96		 431.237	 391.996	 130.641
	 97		 427.174	 389.814	 242.767
	 98		 428.908	 394.509	 132.574
	 99		 426.264	 378.270	 121.367
	100		 410.990	 374.676	 195.298
	101		 420.298	 393.701	 265.036
	102		 416.549	 384.880	 236.651
	103		 415.439	 385.155	 176.597
	104		 434.287	 361.273	  18.511
	105		 427.363	 382.126	  12.849
	106		 423.492	 391.487	 206.285
	107		 428.193	 381.625	  45.233
	108		 427.532	 380.643	  75.269
	109		 434.777	 381.931	  27.537
	110		 429.915	 382.279	  15.364
	111		 438.984	 386.867	  58.173
	112		 432.418	 377.093	 129.987
	113		 425.662	 369.552	  15.880
	114		 427.093	 400.108	 226.174
	115		 431.334	 387.747	 150.825
	116		 426.484	 384.772	  62.143
	117		 432.482	 384.705	  23.781
	118		 431.108	 400.746	 245.133
	119		 427.295	 394.444	  24.164
	120		 430.142	 393.479	  50.793
	121		 421.938	 391.346	  12.709
	122		 421.819	 395.342	 302.175
	123		 435.591	 386.079	 168.629
	124		 435.731	 392.197	  50.862
	125		 426.451	 386.420	   7.435
	126		 439.203	 378.547	   6.990
	127		 431.971	 389.346	 202.524
	128		 427.743	 381.525	   8.978
	129		 426.180	 385.185	 160.803
	130		 429.123	 375.554	  60.133
	131		 432.753	 412.975	 310.429
	132		 432.240	 386.192	  48.685
	133		 441.677	 415.910	 117.978
