# Evoluation started on 2016/10/14 16:56:03
# Generation	   Individual 	   Fitness 	 SecondFitness 	  Size		SpecieID
	  0		  1	 107.512	  0	 26	 -1
	  0		  2	   4.379	478	 26	 -1
	  0		  3	  65.059	  0	 26	 -1
	  0		  4	  64.490	  0	 26	 -1
	  0		  5	 113.998	  0	 26	 -1
	  0		  6	  80.776	  0	 26	 -1
	  0		  7	  73.025	  0	 26	 -1
	  0		  8	 322.459	  0	 26	 -1
	  0		  9	 225.891	  0	 26	 -1
	  0		 10	 166.159	  0	 26	 -1
	  0		 11	  58.854	  0	 26	 -1
	  0		 12	  67.809	127	 26	 -1
	  0		 13	 100.749	  0	 26	 -1
	  0		 14	  18.763	436	 26	 -1
	  0		 15	 216.028	  0	 26	 -1
	  0		 16	  81.201	170	 26	 -1
	  0		 17	  93.537	  0	 26	 -1
	  0		 18	 185.108	  0	 26	 -1
	  0		 19	 115.037	  0	 26	 -1
	  0		 20	  55.462	396	 26	 -1
	  0		 21	  13.713	458	 26	 -1
	  0		 22	 161.700	  0	 26	 -1
	  0		 23	 104.432	302	 26	 -1
	  0		 24	 162.764	  0	 26	 -1
	  0		 25	 101.842	  0	 26	 -1
	  0		 26	  79.100	  0	 26	 -1
	  0		 27	 215.869	  0	 26	 -1
	  0		 28	  22.289	393	 26	 -1
	  0		 29	   4.598	459	 26	 -1
	  0		 30	   0.997	499	 26	 -1
	  0		 31	   6.970	474	 26	 -1
	  0		 32	  93.542	 10	 26	 -1
	  0		 33	 164.420	  8	 26	 -1
	  0		 34	  58.933	  0	 26	 -1
	  0		 35	 242.026	  0	 26	 -1
	  0		 36	 221.419	  0	 26	 -1
	  0		 37	  75.587	  0	 26	 -1
	  0		 38	  15.665	447	 26	 -1
	  0		 39	 173.298	  0	 26	 -1
	  0		 40	 122.796	  0	 26	 -1
	  0		 41	 143.999	  0	 26	 -1
	  0		 42	 100.304	  0	 26	 -1
	  0		 43	   3.046	475	 26	 -1
	  0		 44	  87.124	 33	 26	 -1
	  0		 45	  46.460	 39	 26	 -1
	  0		 46	  26.285	341	 26	 -1
	  0		 47	 200.910	  0	 26	 -1
	  0		 48	  93.490	  0	 26	 -1
	  0		 49	  36.349	230	 26	 -1
	  0		 50	  99.032	  0	 26	 -1
	  1		  1	 300.159	  0	 26	  1
	  1		  2	 142.120	  0	 26	  1
	  1		  3	 233.626	  0	 26	  1
	  1		  4	 157.116	  0	 26	  1
	  1		  5	 240.991	  0	 26	  1
	  1		  6	 217.991	  0	 26	  1
	  1		  7	 224.066	  0	 28	  1
	  1		  8	 227.463	  0	 26	  1
	  1		  9	 211.854	  0	 26	  1
	  1		 10	 252.178	  0	 26	  1
	  1		 11	 232.800	  0	 26	  1
	  1		 12	 202.120	  0	 26	  1
	  1		 13	 151.604	  0	 26	  1
	  1		 14	 170.863	  0	 26	  1
	  1		 15	 168.067	  0	 26	  1
	  1		 16	 155.118	  0	 26	  1
	  1		 17	 135.848	  0	 26	  1
	  1		 18	   7.973	481	 26	  1
	  1		 19	  75.660	  3	 26	  1
	  1		 20	  35.367	277	 26	  1
	  1		 21	   1.688	500	 26	  1
	  1		 22	 139.832	 46	 26	  1
	  1		 23	 206.140	  0	 26	  1
	  1		 24	 200.095	  0	 27	  1
	  1		 25	 222.816	  0	 26	  1
	  1		 26	 157.234	  0	 26	  1
	  1		 27	 106.899	  0	 26	  1
	  1		 28	 210.777	  0	 26	  1
	  1		 29	  44.510	324	 26	  1
	  1		 30	   1.995	500	 26	  1
	  1		 31	  10.122	500	 26	  1
	  1		 32	 145.284	 25	 26	  1
	  1		 33	 177.746	  0	 27	  1
	  1		 34	 117.084	  0	 26	  1
	  1		 35	 208.974	  0	 26	  1
	  1		 36	 308.842	  0	 26	  1
	  1		 37	 250.282	  0	 26	  1
	  1		 38	 256.303	  0	 26	  1
	  1		 39	 133.333	  0	 26	  1
	  1		 40	 147.181	  0	 26	  1
	  1		 41	 215.649	  0	 26	  1
	  1		 42	 227.434	  0	 26	  1
	  1		 43	 234.227	  0	 28	  1
	  1		 44	  95.047	203	 26	  1
	  1		 45	 201.595	 11	 26	  1
	  1		 46	 250.516	  0	 26	  1
	  1		 47	 382.003	  0	 26	  1
	  1		 48	 106.990	  0	 26	  1
	  1		 49	 177.168	  0	 26	  1
	  1		 50	 218.227	  0	 26	  1
	  2		  1	 370.210	  0	 26	  1
	  2		  2	 217.007	  0	 26	  1
	  2		  3	  16.228	462	 26	  1
	  2		  4	 284.157	  0	 26	  1
	  2		  5	 259.980	  0	 26	  1
	  2		  6	 228.777	  0	 26	  1
	  2		  7	 261.527	  0	 26	  1
	  2		  8	 160.982	  0	 26	  1
	  2		  9	 350.655	  0	 26	  1
	  2		 10	  12.124	460	 26	  1
	  2		 11	 161.232	  0	 26	  1
	  2		 12	 278.944	  0	 26	  1
	  2		 13	 162.439	  0	 26	  1
	  2		 14	 283.648	  0	 26	  1
	  2		 15	 109.756	  0	 26	  1
	  2		 16	 198.838	  0	 26	  1
	  2		 17	 273.650	  0	 26	  1
	  2		 18	 133.183	  0	 26	  1
	  2		 19	 331.136	  0	 26	  1
	  2		 20	 182.477	  0	 26	  1
	  2		 21	 273.323	  0	 26	  1
	  2		 22	 232.472	  0	 28	  2
	  2		 23	 246.867	  0	 28	  2
	  2		 24	 226.733	  0	 28	  2
