# Evoluation started on 2016/10/24 11:37:50
# Generation	   Best 	   Average 	   Worst
	  0		1469.259	 392.475	   4.636
	  1		1458.965	 542.708	  87.458
	  2		1464.915	 419.783	 147.779
	  3		1728.043	 777.795	  15.768
	  4		1634.260	 891.064	   6.783
	  5		1711.152	 863.873	   5.801
	  6		1744.891	 998.416	  42.124
	  7		1713.744	 687.888	   7.472
	  8		2109.099	 697.633	  36.839
	  9		2184.556	 787.297	  14.294
	 10		1686.034	 636.308	  19.752
	 11		1687.005	 933.181	   4.440
	 12		2557.822	 905.339	   6.205
	 13		2309.447	1011.767	   7.577
	 14		2510.121	1138.015	   6.130
	 15		2414.978	1173.003	   9.480
	 16		3841.128	1310.149	  13.695
	 17		3791.673	1391.789	   8.432
	 18		2605.320	1205.674	   2.922
	 19		4375.831	1138.617	   5.254
	 20		2935.593	1577.034	 513.599
	 21		2784.958	1490.609	 213.233
	 22		4281.179	1558.319	  10.244
	 23		4515.157	1509.902	  13.002
	 24		3127.284	 949.044	   9.032
	 25		3263.427	1772.486	 686.061
	 26		2738.534	1633.503	 154.475
	 27		2452.726	1597.057	 605.835
	 28		2620.848	1538.803	 192.199
	 29		2730.313	1401.881	  10.131
	 30		3359.547	1607.586	 386.984
	 31		2509.660	1334.216	  11.315
	 32		2984.355	1586.760	   9.094
	 33		3549.322	1994.014	 249.514
	 34		3337.853	1519.443	  11.860
	 35		2837.654	1587.547	  89.612
	 36		2984.241	1387.913	  84.043
	 37		2612.225	1245.294	  27.172
	 38		2928.977	1269.452	 342.675
	 39		3024.755	1420.083	  57.868
	 40		2992.143	1303.978	   8.840
	 41		3629.902	1747.806	  67.544
	 42		3512.132	1645.676	  36.344
	 43		3965.589	1643.881	 182.411
	 44		4347.929	1733.976	 540.948
	 45		3356.886	1631.953	 252.936
	 46		3464.515	1884.769	 135.293
	 47		3270.842	1766.099	 529.166
	 48		3182.534	1866.786	 645.026
	 49		2885.866	1678.853	 354.727
	 50		2868.490	1610.176	  74.502
	 51		3062.289	1705.575	 233.537
	 52		2602.171	1674.102	 175.986
	 53		3035.474	1396.757	 172.362
	 54		3156.226	1822.611	 302.311
	 55		2835.187	1550.191	  46.516
	 56		3110.756	1719.698	 533.939
	 57		2917.579	1678.117	 149.034
	 58		2711.528	1667.663	  42.888
	 59		2866.414	1378.106	  53.751
	 60		2790.415	1496.033	 109.586
	 61		2763.241	1107.942	  17.903
	 62		2359.186	1546.050	  10.233
	 63		2933.372	1449.322	  36.650
	 64		2564.435	1507.591	  57.445
	 65		2890.884	1305.908	  13.620
	 66		3511.835	1723.278	 198.024
	 67		2686.767	1485.669	  11.333
	 68		3355.221	1309.915	  10.271
	 69		2782.873	1360.618	  70.665
	 70		2695.644	1321.744	  53.423
	 71		3513.999	1554.919	  77.151
	 72		3324.542	1854.357	  61.270
	 73		3308.258	1428.876	   6.704
	 74		2988.288	1478.555	 479.953
	 75		2902.886	1634.980	  10.473
	 76		3103.397	2097.093	   9.707
	 77		3554.129	1888.097	  13.035
	 78		2984.178	1788.826	  60.075
	 79		3155.785	1850.767	 340.242
	 80		3838.377	1871.989	 465.000
	 81		3106.813	1714.624	 644.008
	 82		3591.981	1758.771	 232.491
	 83		3417.720	1865.858	 611.843
	 84		3934.047	1640.574	 195.561
	 85		2580.286	1395.348	 451.027
	 86		2877.544	1417.139	 609.365
	 87		3202.344	1582.924	   5.211
	 88		2937.631	1517.229	  78.494
	 89		3767.821	1783.535	  51.573
	 90		3342.507	1433.268	 125.450
	 91		2925.145	1353.366	  42.324
	 92		3317.253	1445.747	   9.558
	 93		3389.287	1373.061	   8.280
	 94		3492.737	1247.750	  16.754
